mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
62.472871160507204,2.5180652351096784,0.1550002098083496,0.011027974893995223,0.6,1.5,0.1,3,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.694169511589817,0.6866595355964824,0.6925368423150773,0.7007378528223872,0.7019319851896586,0.6952071455026845,0.005605016157535984,1
73.77255249023438,0.7366048491677457,0.18199949264526366,0.0034055464956534946,0.6,1.5,0.1,4,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6942483280228057,0.6858011627358499,0.6916369928722725,0.6988926413669667,0.700964677803764,0.6943087605603318,0.005382089055646201,2
102.2655577659607,6.9185584760176395,0.23200082778930664,0.013385778974690333,0.6,1.5,0.1,5,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6918433681549734,0.6840044574140783,0.6878415228598465,0.697257405263547,0.6984240013004299,0.6918741509985751,0.005478596168009486,3
122.63901491165161,2.819022550161641,0.2736006259918213,0.010384868950598166,0.6,1.5,0.1,6,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6883954222349877,0.6804144587895331,0.6859063237364728,0.6926365980635429,0.6929353973324597,0.6880576400313992,0.0046458551648124674,4
134.37956738471985,1.177445941743537,0.3401986598968506,0.05541561012368633,0.6,1.5,0.1,7,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6815022990119792,0.6757864932826185,0.6817543002148359,0.6883098212292702,0.6889826203686886,0.6832671068214784,0.0048879192517519935,5
156.73089790344238,1.2856953923614536,0.3748005867004395,0.020740334741012854,0.6,1.5,0.1,8,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 8, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6742294369419604,0.6713932811205288,0.6771976528379617,0.6825086535412882,0.6825923024801885,0.6775842653843855,0.004451127128430768,6
178.76174931526185,1.063110303347338,0.47760806083679197,0.0763968712143498,0.6,1.5,0.1,9,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6691048061882938,0.6642447769553524,0.6716016544578041,0.6777949839606632,0.678352093866673,0.6722196630857573,0.005336178165873158,7
202.5767858505249,1.9318204155450547,0.5133997440338135,0.017929584095007084,0.6,1.5,0.1,10,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6650471082900298,0.6613515507415879,0.6705044922647078,0.6735230742736862,0.6746413077887505,0.6690135066717524,0.0050728545850558604,8
238.18387789726256,3.1653061517531405,0.6073999881744385,0.04911865484002588,0.6,1.5,0.1,11,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6633714189697829,0.6566507121351626,0.6649411507195013,0.6723749868304238,0.6710656728232811,0.6656807882956304,0.0056785878753506935,9
263.0033058643341,2.247408478286705,0.6938013076782227,0.035357910855993505,0.6,1.5,0.1,12,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 12, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6614991578451629,0.6547435098904602,0.6627059489591176,0.6686248065418655,0.6675140680786927,0.6630174982630598,0.004950198994459611,10
268.5364481449127,18.839490770180408,0.7696386337280273,0.1369650394726749,0.6,1.5,0.1,13,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 13, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.6572322981169085,0.6568924727468697,0.661212920756354,0.6657803464486837,0.665987964585818,0.6614212005309268,0.003948598391989181,11
272.3811471939087,27.068520986952986,0.5961518287658691,0.07046069942363067,0.6,1.5,0.1,14,5,600,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'learning_rate': 0.1, 'max_depth': 14, 'min_child_weight': 5, 'n_estimators': 600, 'subsample': 0.8}",0.655975051323918,0.6544635881490032,0.6627325567647424,0.6664873301557979,0.6627048396815334,0.660472673214999,0.00452997670885241,12
